,i_header,i_label,i_data,title,link,coach_name,id
7,Biographical details,Alma mater,North Carolina (1984) [1],,#cite_note-ohiostatebuckeyes.com-1,Kevin Wilson,Q6397297
8,Playing career,1980–1983,North Carolina,North Carolina Tar Heels football,/wiki/North_Carolina_Tar_Heels_football,Kevin Wilson,Q6397297
9,Playing career,Position(s),"Center, guard",Center (gridiron football),/wiki/Center_(gridiron_football),Kevin Wilson,Q6397297
10,Playing career,Position(s),"Center, guard",Guard (gridiron football),/wiki/Guard_(gridiron_football),Kevin Wilson,Q6397297
11,Coaching career (HC unless noted),1984–1986,North Carolina (GA),North Carolina Tar Heels football,/wiki/North_Carolina_Tar_Heels_football,Kevin Wilson,Q6397297
12,Coaching career (HC unless noted),1984–1986,North Carolina (GA),Graduate assistant,/wiki/Graduate_assistant,Kevin Wilson,Q6397297
13,Coaching career (HC unless noted),1987,Winston-Salem State (OL),Winston-Salem State Rams football,/wiki/Winston-Salem_State_Rams_football,Kevin Wilson,Q6397297
14,Coaching career (HC unless noted),1988,North Carolina A&T (OC/OL),North Carolina A&T Aggies football,/wiki/North_Carolina_A%26T_Aggies_football,Kevin Wilson,Q6397297
15,Coaching career (HC unless noted),1988,North Carolina A&T (OC/OL),Offensive coordinator,/wiki/Offensive_coordinator,Kevin Wilson,Q6397297
16,Coaching career (HC unless noted),1989,Fred T. Foard HS (NC),Fred T. Foard High School,/wiki/Fred_T._Foard_High_School,Kevin Wilson,Q6397297
17,Coaching career (HC unless noted),1990–1991,Miami (OH) (OL),Miami RedHawks football,/wiki/Miami_RedHawks_football,Kevin Wilson,Q6397297
18,Coaching career (HC unless noted),1992–1997,Miami (OH) (OC/OL),,,Kevin Wilson,Q6397297
19,Coaching career (HC unless noted),1998,Miami (OH) (OC/QB),,,Kevin Wilson,Q6397297
20,Coaching career (HC unless noted),1999–2000,Northwestern (OC/QB),Northwestern Wildcats football,/wiki/Northwestern_Wildcats_football,Kevin Wilson,Q6397297
21,Coaching career (HC unless noted),2001,Northwestern (AHC/OC/QB),,,Kevin Wilson,Q6397297
22,Coaching career (HC unless noted),2002–2005,Oklahoma (co-OC/OL),Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Kevin Wilson,Q6397297
23,Coaching career (HC unless noted),2006–2010,Oklahoma (OC/TE/FB),,,Kevin Wilson,Q6397297
24,Coaching career (HC unless noted),2011–2016,Indiana,Indiana Hoosiers football,/wiki/Indiana_Hoosiers_football,Kevin Wilson,Q6397297
25,Coaching career (HC unless noted),2017–2022,Ohio State (OC/TE),Ohio State Buckeyes football,/wiki/Ohio_State_Buckeyes_football,Kevin Wilson,Q6397297
26,Coaching career (HC unless noted),2023–present,Tulsa,Tulsa Golden Hurricane football,/wiki/Tulsa_Golden_Hurricane_football,Kevin Wilson,Q6397297
5,Biographical details,Born," (1972-03-13) March 13, 1972 (age 51)Santa Cruz, California, U.S.","Santa Cruz, California","/wiki/Santa_Cruz,_California",Trent Dilfer,Q195442
6,Biographical details,Alma mater,Fresno State,Fresno State,/wiki/Fresno_State,Trent Dilfer,Q195442
7,Playing career,1990–1993,Fresno State,Fresno State Bulldogs football,/wiki/Fresno_State_Bulldogs_football,Trent Dilfer,Q195442
8,Playing career,1994–1999,Tampa Bay Buccaneers,Tampa Bay Buccaneers,/wiki/Tampa_Bay_Buccaneers,Trent Dilfer,Q195442
9,Playing career,2000,Baltimore Ravens,Baltimore Ravens,/wiki/Baltimore_Ravens,Trent Dilfer,Q195442
10,Playing career,2001–2004,Seattle Seahawks,Seattle Seahawks,/wiki/Seattle_Seahawks,Trent Dilfer,Q195442
11,Playing career,2005,Cleveland Browns,Cleveland Browns,/wiki/Cleveland_Browns,Trent Dilfer,Q195442
12,Playing career,2006–2007,San Francisco 49ers,San Francisco 49ers,/wiki/San_Francisco_49ers,Trent Dilfer,Q195442
13,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Trent Dilfer,Q195442
14,Coaching career (HC unless noted),2019–2022,Lipscomb (TN),Lipscomb Academy,/wiki/Lipscomb_Academy,Trent Dilfer,Q195442
15,Coaching career (HC unless noted),2023–present,UAB,UAB Blazers football,/wiki/UAB_Blazers_football,Trent Dilfer,Q195442
4,Biographical details,Born," (1968-05-09) May 9, 1968 (age 55)Gilmer, Texas, U.S.","Gilmer, Texas","/wiki/Gilmer,_Texas",Jeff Traylor,Q78115369
5,Playing career,1986–1989,Stephen F. Austin,Stephen F. Austin Lumberjacks football,/wiki/Stephen_F._Austin_Lumberjacks_football,Jeff Traylor,Q78115369
6,Coaching career (HC unless noted),1989–1992,Big Sandy HS (TX) (assistant),"Big Sandy High School (Big Sandy, Texas)","/wiki/Big_Sandy_High_School_(Big_Sandy,_Texas)",Jeff Traylor,Q78115369
7,Coaching career (HC unless noted),1993–1999,Jacksonville HS (TX) (assistant),"Jacksonville High School (Jacksonville, Texas)","/wiki/Jacksonville_High_School_(Jacksonville,_Texas)",Jeff Traylor,Q78115369
8,Coaching career (HC unless noted),2000–2014,Gilmer HS (TX),Gilmer Independent School District,/wiki/Gilmer_Independent_School_District,Jeff Traylor,Q78115369
9,Coaching career (HC unless noted),2015–2016,Texas (ST/TE),Texas Longhorns football,/wiki/Texas_Longhorns_football,Jeff Traylor,Q78115369
10,Coaching career (HC unless noted),2017,SMU (AHC/RB),SMU Mustangs football,/wiki/SMU_Mustangs_football,Jeff Traylor,Q78115369
11,Coaching career (HC unless noted),2018–2019,Arkansas (AHC/RB),Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Jeff Traylor,Q78115369
12,Coaching career (HC unless noted),2020–present,UTSA,UTSA Roadrunners football,/wiki/UTSA_Roadrunners_football,Jeff Traylor,Q78115369
5,Biographical details,Born," (1979-04-04) April 4, 1979 (age 44)Montvale, New Jersey, U.S.[2]","Montvale, New Jersey","/wiki/Montvale,_New_Jersey",Jeff Hafley,Q23016913
6,Biographical details,Born," (1979-04-04) April 4, 1979 (age 44)Montvale, New Jersey, U.S.[2]",,#cite_note-2,Jeff Hafley,Q23016913
7,Playing career,1997–2000,Siena,Siena Saints football,/wiki/Siena_Saints_football,Jeff Hafley,Q23016913
8,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Jeff Hafley,Q23016913
9,Coaching career (HC unless noted),2001,WPI (RB),WPI Engineers football,/wiki/WPI_Engineers_football,Jeff Hafley,Q23016913
10,Coaching career (HC unless noted),2002–2003,Albany (DA),Albany Great Danes football,/wiki/Albany_Great_Danes_football,Jeff Hafley,Q23016913
11,Coaching career (HC unless noted),2004–2005,Albany (DB),,,Jeff Hafley,Q23016913
12,Coaching career (HC unless noted),2006–2007,Pittsburgh (DA),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Jeff Hafley,Q23016913
13,Coaching career (HC unless noted),2008–2010,Pittsburgh (DB),,,Jeff Hafley,Q23016913
14,Coaching career (HC unless noted),2011,Rutgers (DB),Rutgers Scarlet Knights football,/wiki/Rutgers_Scarlet_Knights_football,Jeff Hafley,Q23016913
15,Coaching career (HC unless noted),2012,Tampa Bay Buccaneers (Asst. DB),Tampa Bay Buccaneers,/wiki/Tampa_Bay_Buccaneers,Jeff Hafley,Q23016913
16,Coaching career (HC unless noted),2013,Tampa Bay Buccaneers (DB),,,Jeff Hafley,Q23016913
17,Coaching career (HC unless noted),2014–2015,Cleveland Browns (DB),Cleveland Browns,/wiki/Cleveland_Browns,Jeff Hafley,Q23016913
18,Coaching career (HC unless noted),2016–2018,San Francisco 49ers (DB),San Francisco 49ers,/wiki/San_Francisco_49ers,Jeff Hafley,Q23016913
19,Coaching career (HC unless noted),2019,Ohio State (co-DC/DB),Ohio State Buckeyes football,/wiki/Ohio_State_Buckeyes_football,Jeff Hafley,Q23016913
20,Coaching career (HC unless noted),2020–present,Boston College,Boston College Eagles football,/wiki/Boston_College_Eagles_football,Jeff Hafley,Q23016913
4,Biographical details,Born," (1969-11-20) November 20, 1969 (age 53)Birmingham, Alabama, U.S.","Birmingham, Alabama","/wiki/Birmingham,_Alabama",Dabo Swinney,Q5207523
5,Playing career,1990–1992,Alabama,Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Dabo Swinney,Q5207523
6,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Dabo Swinney,Q5207523
7,Coaching career (HC unless noted),1993–1995,Alabama (GA),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Dabo Swinney,Q5207523
8,Coaching career (HC unless noted),1993–1995,Alabama (GA),Graduate assistant,/wiki/Graduate_assistant,Dabo Swinney,Q5207523
9,Coaching career (HC unless noted),1996,Alabama (WR/TE),,,Dabo Swinney,Q5207523
10,Coaching career (HC unless noted),1997,Alabama (TE),,,Dabo Swinney,Q5207523
11,Coaching career (HC unless noted),1998–2000,Alabama (WR),,,Dabo Swinney,Q5207523
12,Coaching career (HC unless noted),2003–2006,Clemson (WR),Clemson Tigers football,/wiki/Clemson_Tigers_football,Dabo Swinney,Q5207523
13,Coaching career (HC unless noted),2007–2008,Clemson (AHC/WR),,,Dabo Swinney,Q5207523
14,Coaching career (HC unless noted),2008,Clemson (interim HC/OC),Offensive coordinator,/wiki/Offensive_coordinator,Dabo Swinney,Q5207523
15,Coaching career (HC unless noted),2009–present,Clemson,,,Dabo Swinney,Q5207523
4,Biographical details,Born," (1977-07-28) July 28, 1977 (age 46)South Brunswick, New Jersey, U.S.","South Brunswick, New Jersey","/wiki/South_Brunswick,_New_Jersey",Mike Elko,Q28363928
5,Playing career,1995–1998,Penn,Penn Quakers football,/wiki/Penn_Quakers_football,Mike Elko,Q28363928
6,Playing career,Position(s),Safety,Safety (gridiron football position),/wiki/Safety_(gridiron_football_position),Mike Elko,Q28363928
7,Coaching career (HC unless noted),1999,Stony Brook (GA/ILB),Stony Brook Seawolves football,/wiki/Stony_Brook_Seawolves_football,Mike Elko,Q28363928
8,Coaching career (HC unless noted),1999,Stony Brook (GA/ILB),Graduate assistant,/wiki/Graduate_assistant,Mike Elko,Q28363928
9,Coaching career (HC unless noted),2000,Penn (DB),Penn Quakers football,/wiki/Penn_Quakers_football,Mike Elko,Q28363928
10,Coaching career (HC unless noted),2001,Merchant Marine (DC/DB),Merchant Marine Mariners football,/wiki/Merchant_Marine_Mariners_football,Mike Elko,Q28363928
11,Coaching career (HC unless noted),2001,Merchant Marine (DC/DB),Defensive coordinator,/wiki/Defensive_coordinator,Mike Elko,Q28363928
12,Coaching career (HC unless noted),2002–2003,Fordham (co-DC / LB),Fordham Rams football,/wiki/Fordham_Rams_football,Mike Elko,Q28363928
13,Coaching career (HC unless noted),2004–2005,Richmond (LB/RC),Richmond Spiders football,/wiki/Richmond_Spiders_football,Mike Elko,Q28363928
14,Coaching career (HC unless noted),2006–2008,Hofstra (AHC/DC/DB/LB),Hofstra Pride football,/wiki/Hofstra_Pride_football,Mike Elko,Q28363928
15,Coaching career (HC unless noted),2009–2013,Bowling Green (DC/LB),Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Mike Elko,Q28363928
16,Coaching career (HC unless noted),2014–2016,Wake Forest (DC/S),Wake Forest Demon Deacons football,/wiki/Wake_Forest_Demon_Deacons_football,Mike Elko,Q28363928
17,Coaching career (HC unless noted),2017,Notre Dame (DC),Notre Dame Fighting Irish football,/wiki/Notre_Dame_Fighting_Irish_football,Mike Elko,Q28363928
18,Coaching career (HC unless noted),2018–2021,Texas A&M (DC/S),Texas A&M Aggies football,/wiki/Texas_A%26M_Aggies_football,Mike Elko,Q28363928
19,Coaching career (HC unless noted),2022–present,Duke,Duke Blue Devils football,/wiki/Duke_Blue_Devils_football,Mike Elko,Q28363928
5,Biographical details,Born," (1981-10-11) October 11, 1981 (age 41)Irving, Texas, U.S.","Irving, Texas","/wiki/Irving,_Texas",Mike Norvell,Q16221480
6,Playing career,2000,Louisiana Tech,Louisiana Tech Bulldogs football,/wiki/Louisiana_Tech_Bulldogs_football,Mike Norvell,Q16221480
7,Playing career,2001–2005,Central Arkansas,Central Arkansas Bears football,/wiki/Central_Arkansas_Bears_football,Mike Norvell,Q16221480
8,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Mike Norvell,Q16221480
9,Coaching career (HC unless noted),2006,Central Arkansas (GA),Central Arkansas Bears football,/wiki/Central_Arkansas_Bears_football,Mike Norvell,Q16221480
10,Coaching career (HC unless noted),2007–2008,Tulsa (GA/WR),Tulsa Golden Hurricane football,/wiki/Tulsa_Golden_Hurricane_football,Mike Norvell,Q16221480
11,Coaching career (HC unless noted),2009,Tulsa (PGC/WR),,,Mike Norvell,Q16221480
12,Coaching career (HC unless noted),2010,Tulsa (PGC/WR/DR),,,Mike Norvell,Q16221480
13,Coaching career (HC unless noted),2011,Pittsburgh (co-OC/WR/DR),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Mike Norvell,Q16221480
14,Coaching career (HC unless noted),2012–2013,Arizona State (OC/QB),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Mike Norvell,Q16221480
15,Coaching career (HC unless noted),2014–2015,Arizona State (AHC/OC/QB),,,Mike Norvell,Q16221480
16,Coaching career (HC unless noted),2016–2019,Memphis,Memphis Tigers football,/wiki/Memphis_Tigers_football,Mike Norvell,Q16221480
17,Coaching career (HC unless noted),2020–present,Florida State,Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Mike Norvell,Q16221480
6,Biographical details,Born," (1978-08-01) August 1, 1978 (age 45)Birmingham, Alabama, U.S.","Birmingham, Alabama","/wiki/Birmingham,_Alabama",Brent Key,Q17505164
7,Playing career,1997–2000,Georgia Tech,Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Brent Key,Q17505164
8,Playing career,Position(s),Right guard,Guard (gridiron football),/wiki/Guard_(gridiron_football),Brent Key,Q17505164
9,Coaching career (HC unless noted),2001–2002,Georgia Tech (GA),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Brent Key,Q17505164
10,Coaching career (HC unless noted),2001–2002,Georgia Tech (GA),Graduate assistant,/wiki/Graduate_assistant,Brent Key,Q17505164
11,Coaching career (HC unless noted),2004,Western Carolina (TE/RB),Western Carolina Catamounts football,/wiki/Western_Carolina_Catamounts_football,Brent Key,Q17505164
12,Coaching career (HC unless noted),2005,UCF (GA/OL),UCF Knights football,/wiki/UCF_Knights_football,Brent Key,Q17505164
13,Coaching career (HC unless noted),2006–2007,UCF (TE/RC),,,Brent Key,Q17505164
14,Coaching career (HC unless noted),2008,UCF (ST/TE/RC),,,Brent Key,Q17505164
15,Coaching career (HC unless noted),2009–2011,UCF (OL/RC),,,Brent Key,Q17505164
16,Coaching career (HC unless noted),2012–2013,UCF (AHC/OL/RC),,,Brent Key,Q17505164
17,Coaching career (HC unless noted),2014–2015,UCF (AHC/OC/OL/RC),,,Brent Key,Q17505164
18,Coaching career (HC unless noted),2016–2018,Alabama (OL),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Brent Key,Q17505164
19,Coaching career (HC unless noted),2019–2022,Georgia Tech (AHC/OL/RGC),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Brent Key,Q17505164
20,Coaching career (HC unless noted),2022,Georgia Tech (interim HC),,,Brent Key,Q17505164
21,Coaching career (HC unless noted),2023–present,Georgia Tech,,,Brent Key,Q17505164
1,Personal information,Born:," (1971-04-24) April 24, 1971 (age 52)Louisville, Kentucky, U.S.","Louisville, Kentucky","/wiki/Louisville,_Kentucky",Jeff Brohm,Q3176437
4,Career information,High school:,Louisville (KY) Trinity,Trinity High School (Louisville),/wiki/Trinity_High_School_(Louisville),Jeff Brohm,Q3176437
5,Career information,College:,Louisville,Louisville Cardinals football,/wiki/Louisville_Cardinals_football,Jeff Brohm,Q3176437
6,Career information,Undrafted:,1994,1994 NFL Draft,/wiki/1994_NFL_Draft#Notable_undrafted_players,Jeff Brohm,Q3176437
5,Biographical details,Born," (1970-09-24) September 24, 1970 (age 52)Miami, Florida, U.S.",Miami,/wiki/Miami,Mario Cristobal,Q6764626
6,Playing career,1989–1992,Miami (FL),Miami Hurricanes football,/wiki/Miami_Hurricanes_football,Mario Cristobal,Q6764626
7,Playing career,1995–1996,Amsterdam Admirals,Amsterdam Admirals,/wiki/Amsterdam_Admirals,Mario Cristobal,Q6764626
8,Playing career,Position(s),Offensive tackle,Offensive tackle,/wiki/Offensive_tackle,Mario Cristobal,Q6764626
9,Coaching career (HC unless noted),1998–2000,Miami (FL) (GA),Miami Hurricanes football,/wiki/Miami_Hurricanes_football,Mario Cristobal,Q6764626
10,Coaching career (HC unless noted),1998–2000,Miami (FL) (GA),Graduate assistant,/wiki/Graduate_assistant,Mario Cristobal,Q6764626
11,Coaching career (HC unless noted),2001–2002,Rutgers (OT/TE),Rutgers Scarlet Knights football,/wiki/Rutgers_Scarlet_Knights_football,Mario Cristobal,Q6764626
12,Coaching career (HC unless noted),2003,Rutgers (OL),,,Mario Cristobal,Q6764626
13,Coaching career (HC unless noted),2004–2005,Miami (FL) (TE),,,Mario Cristobal,Q6764626
14,Coaching career (HC unless noted),2006,Miami (FL) (OL),,,Mario Cristobal,Q6764626
15,Coaching career (HC unless noted),2007–2012,FIU,FIU Panthers football,/wiki/FIU_Panthers_football,Mario Cristobal,Q6764626
16,Coaching career (HC unless noted),2013–2016,Alabama (AHC/OL/RC),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Mario Cristobal,Q6764626
17,Coaching career (HC unless noted),2017,Oregon (co-OC/OL),Oregon Ducks football,/wiki/Oregon_Ducks_football,Mario Cristobal,Q6764626
18,Coaching career (HC unless noted),2017,Oregon (co-OC/OL),Offensive coordinator,/wiki/Offensive_coordinator,Mario Cristobal,Q6764626
19,Coaching career (HC unless noted),2018–2021,Oregon,,,Mario Cristobal,Q6764626
20,Coaching career (HC unless noted),2022–present,Miami (FL),,,Mario Cristobal,Q6764626
5,Biographical details,Born," (1951-08-27) August 27, 1951 (age 72)Cookeville, Tennessee, U.S.","Cookeville, Tennessee","/wiki/Cookeville,_Tennessee",Mack Brown,Q13411875
